69.43,63.64,60.49,89.2,79.83,59.99,76.3,83.4,78.35,64.36,70.6,59.99,70.04,89.8,113.2,81.8,92.2,72.38
63.64,60.49,89.2,79.83,59.99,76.3,83.4,78.35,64.36,70.6,59.99,70.04,89.8,113.2,81.8,92.2,72.38,85.9
60.49,89.2,79.83,59.99,76.3,83.4,78.35,64.36,70.6,59.99,70.04,89.8,113.2,81.8,92.2,72.38,85.9,92.2
89.2,79.83,59.99,76.3,83.4,78.35,64.36,70.6,59.99,70.04,89.8,113.2,81.8,92.2,72.38,85.9,92.2,88.7
79.83,59.99,76.3,83.4,78.35,64.36,70.6,59.99,70.04,89.8,113.2,81.8,92.2,72.38,85.9,92.2,88.7,96.9
